EmpNo,EmpPU,MasterCustomerCode,JoiningDate,MasterProjectCode,ProjectType,Onsite_Offshore,RoleMapping,TotalExpInYears,AsOfDate
397943,LADELY,BANK03,11/29/2001,R609LA,P(R60),Offshore,5,26.47,2025-10-31
1305835,ANZDELY,BFSI01,12/12/2008,C210IN,P(C21),Offshore,5,15.71,2025-10-31
1551340,APDELY,BFSI04,09/03/2019,E412ME,P(E41),Offshore,5,9.21,2025-10-31
1504057,APDELY,WEALTH02,03/10/2000,B194GL,P(B19),Offshore,5,24.79,2025-10-31
1900403,ANZDELY,BANK02,10/10/2018,R609UK,P(R60),Offshore,5,7.32,2025-10-31
882845,LADELY,BANK01,11/18/2002,H710EU,P(H71),Offshore,4,24.47,2025-10-31
837152,LADELY,BFSI03,11/01/2010,E412EU,P(E41),Onsite,5,15.42,2025-10-31
1510497,APDELY,INSUR03,03/09/2024,H710LA,P(H71),Offshore,5,0.91,2025-10-31
1298081,ANZDELY,BFSI02,07/21/2016,N306AP,P(N30),Offshore,5,8.27,2025-10-31
810748,ANZDELY,BFSI02,07/10/2022,P407EU,P(P40),Offshore,5,4.49,2025-10-31
1024544,APDELY,CAPMT02,10/31/2023,M205US,P(M20),Offshore,4,1.51,2025-10-31
981178,APDELY,WEALTH01,04/04/2011,H710EU,P(H71),Onsite,4,15.61,2025-10-31
1182208,INADELY,BFSI05,09/12/2017,V013UK,P(V01),Offshore,4,8.28,2025-10-31
1910753,USDELY,CAPMT01,06/15/2009,B194EU,P(B19),Offshore,5,15.87,2025-10-31
196773,EURDELY,BFSI03,06/07/2010,H710AP,P(H71),Offshore,3,18.57,2025-10-31
1516602,UKDELY,BFSI03,01/01/2024,H710EU,P(H71),Onsite,5,1.77,2025-10-31
168371,EURDELY,INSUR02,06/12/2024,N306UK,B(BCH),Offshore,5,1.66,2025-10-31
1061230,ANZDELY,Others,01/31/2021,H710ANZ,P(H71),Offshore,5,6.77,2025-10-31
215291,USDELY,Others,03/21/2012,Q508GL,P(Q50),Onsite,4,15.07,2025-10-31
1692560,UKDELY,INSUR01,12/31/2016,C210AP,P(C21),Offshore,5,8.39,2025-10-31
870901,UKDELY,Others,09/09/2018,N306EU,P(N30),Onsite,5,10.34,2025-10-31
714451,ANZDELY,BFSI04,11/29/2008,N306US,L(LEV),Offshore,4,19.86,2025-10-31
1121830,MEADELY,CAPMT02,08/18/2003,N306IN,P(N30),Offshore,4,24.75,2025-10-31
206441,MEADELY,BFSI05,08/22/2017,J802EU,P(J80),Onsite,6,7.01,2025-10-31
708363,USDELY,BFSI04,02/26/2005,W114LA,P(W11),Offshore,5,19.32,2025-10-31
1682660,APDELY,CAPMT02,06/18/2012,H710EU,P(H71),Offshore,5,11.79,2025-10-31
92882,INADELY,BFSI05,01/02/2024,B194ANZ,P(B19),Offshore,4,2.24,2025-10-31
1052793,EURDELY,BANK03,08/02/2023,K903UK,P(K90),Offshore,5,3.33,2025-10-31
1625277,APDELY,INSUR03,09/19/2004,C210HQ,P(C21),Offshore,6,22.45,2025-10-31
386787,ANZDELY,INSUR01,03/24/2016,V013UK,P(V01),Onsite,4,8.45,2025-10-31
11076,USDELY,BFSI05,11/26/2014,P407LA,P(P40),Offshore,3,14.05,2025-10-31
1603645,UKDELY,WEALTH01,07/03/2002,S710GL,P(S71),Onsite,4,26.66,2025-10-31
1618468,USDELY,INSUR01,12/23/2022,U912AP,P(U91),Offshore,6,5.45,2025-10-31
460124,ANZDELY,BFSI03,11/22/2001,E412GL,P(E41),Offshore,4,26.01,2025-10-31
1918817,UKDELY,BFSI02,09/13/2017,N306AP,P(N30),Offshore,6,7.56,2025-10-31
1802551,USDELY,BANK03,03/31/2009,H710LA,P(H71),Onsite,6,15.8,2025-10-31
1386288,ANZDELY,BFSI02,04/09/2014,R609EU,P(R60),Offshore,4,12.28,2025-10-31
396068,USDELY,BANK02,06/05/2001,W114UK,P(W11),Offshore,5,24.33,2025-10-31
652916,USDELY,WEALTH02,03/12/2013,N306ANZ,P(N30),Onsite,3,14.25,2025-10-31
1726141,USDELY,INSUR01,11/19/2020,J802GL,P(J80),Offshore,5,7.44,2025-10-31
1049371,EURDELY,INSUR02,04/02/2024,F520US,P(F52),Onsite,6,1.04,2025-10-31
1075085,APDELY,INSUR01,12/23/2010,C210EU,P(C21),Offshore,5,15.56,2025-10-31
393273,UKDELY,INSUR01,05/25/2010,C210EU,P(C21),Onsite,4,17.17,2025-10-31
1332969,INADELY,BFSI03,02/02/2003,C210AP,P(C21),Offshore,3,24.08,2025-10-31
615926,APDELY,CAPMT01,01/12/2007,N306GL,P(N30),Offshore,7,20.48,2025-10-31
1759016,MEADELY,WEALTH02,05/26/2013,B194ME,P(B19),Offshore,6,11.51,2025-10-31
313646,USDELY,WEALTH02,03/04/2008,K903LA,P(K90),Offshore,3,16.89,2025-10-31
60008,MEADELY,BFSI04,06/14/2015,F520HQ,P(F52),Offshore,5,13.54,2025-10-31
1903945,EURDELY,WEALTH01,03/13/2001,M205IN,P(M20),Offshore,4,26.76,2025-10-31
1779048,MEADELY,BFSI03,08/04/2014,Q508GL,P(Q50),Offshore,5,13.83,2025-10-31
995997,MEADELY,BFSI02,12/20/2011,T811ME,P(T81),Offshore,Subcon,12.6,2025-10-31
607428,APDELY,BFSI02,09/25/2010,D305EU,P(D30),Offshore,4,16.53,2025-10-31
1324211,UKDELY,BANK03,09/07/2008,C210LA,P(C21),Offshore,3,17.18,2025-10-31
641724,INADELY,INSUR03,03/17/2025,E412EU,P(E41),Onsite,3,2.96,2025-10-31
360703,ANZDELY,BFSI04,06/20/2020,H710HQ,P(H71),Onsite,5,4.95,2025-10-31
279995,INADELY,WEALTH02,11/06/2009,C210LA,P(C21),Offshore,4,15.44,2025-10-31
1432605,INADELY,WEALTH01,08/27/2005,F520UK,P(F52),Offshore,3,18.76,2025-10-31
809426,APDELY,BFSI03,09/05/2014,R609UK,P(R60),Offshore,4,11.03,2025-10-31
1740420,UKDELY,INSUR03,02/15/2006,V013UK,P(V01),Onsite,5,21.77,2025-10-31
756682,MEADELY,Others,08/25/2012,P407UK,P(P40),Offshore,5,13.81,2025-10-31
1302365,INADELY,BANK03,06/14/2022,E412ME,P(E41),Offshore,4,4.92,2025-10-31
1322998,UKDELY,BANK03,05/29/2017,J802AP,P(J80),Onsite,5,10.49,2025-10-31
193115,ANZDELY,CAPMT01,04/15/2019,H710AP,P(H71),Offshore,5,8.86,2025-10-31
53263,INADELY,BFSI02,01/18/2006,B194AP,P(B19),Offshore,5,20.89,2025-10-31
513436,APDELY,BFSI01,01/31/2023,R609ANZ,B(BCH),Offshore,5,2.38,2025-10-31
581846,INADELY,BFSI05,03/09/2018,N306ANZ,P(N30),Offshore,5,8.04,2025-10-31
1801336,MEADELY,BFSI04,08/19/2000,L104UK,P(L10),Offshore,4,24.09,2025-10-31
76830,ANZDELY,WEALTH02,06/30/2021,Q508IN,P(Q50),Offshore,5,6.16,2025-10-31
1580137,UKDELY,BANK01,03/03/2003,H710GL,P(H71),Offshore,5,21.59,2025-10-31
393230,UKDELY,INSUR03,06/20/2021,Q508IN,P(Q50),Offshore,6,5.86,2025-10-31
624740,USDELY,CAPMT01,03/31/2024,F520LA,P(F52),Offshore,4,2.97,2025-10-31
1090061,USDELY,BFSI03,06/17/2024,S710AP,P(S71),Offshore,4,4.05,2025-10-31
1845579,INADELY,BFSI04,05/23/2024,D305AP,P(D30),Onsite,6,4.2,2025-10-31
390747,USDELY,BANK03,09/11/2023,B194LA,P(B19),Offshore,5,2.11,2025-10-31
228823,INADELY,INSUR03,06/20/2003,U912IN,P(U91),Offshore,4,21.67,2025-10-31
1397668,USDELY,Others,10/04/2008,M205AP,P(M20),Offshore,5,15.76,2025-10-31
1522039,USDELY,BFSI04,05/31/2006,G601US,P(G60),Offshore,4,18.78,2025-10-31
48424,EURDELY,BFSI04,11/27/2020,J802US,B(BCH),Offshore,4,3.37,2025-10-31
308400,INADELY,BFSI01,05/06/2025,T811ME,P(T81),Offshore,4,0.5,2025-10-31
1982898,ANZDELY,BANK03,08/27/2003,E412HQ,P(E41),Offshore,2,22.63,2025-10-31
606741,ANZDELY,CAPMT01,03/26/2022,L104ME,P(L10),Offshore,6,4.07,2025-10-31
1385949,USDELY,INSUR03,03/28/2015,F520HQ,P(F52),Offshore,Subcon,11.72,2025-10-31
373477,USDELY,BFSI02,09/21/2001,L104ANZ,P(L10),Offshore,5,25.86,2025-10-31
944276,USDELY,INSUR02,05/20/2016,B194LA,P(B19),Offshore,4,11.37,2025-10-31
1909746,USDELY,BFSI02,08/30/2008,T811ANZ,P(T81),Onsite,7,16.43,2025-10-31
469394,APDELY,CAPMT02,08/08/2018,C210HQ,P(C21),Onsite,4,8.52,2025-10-31
496798,APDELY,BANK03,04/26/2005,S710ANZ,P(S71),Offshore,5,20.85,2025-10-31
338496,UKDELY,INSUR01,05/25/2012,S710ME,P(S71),Offshore,4,15.64,2025-10-31
1205076,ANZDELY,WEALTH02,01/29/2010,R609US,B(BCH),Offshore,4,18.53,2025-10-31
718716,LADELY,BFSI01,03/25/2015,J802EU,P(J80),Offshore,5,13.11,2025-10-31
794472,INADELY,BANK01,06/04/2013,B194GL,P(B19),Offshore,7,12.63,2025-10-31
649930,USDELY,BANK03,12/22/2024,D305ANZ,P(D30),Offshore,4,2.52,2025-10-31
1162517,INADELY,BANK02,12/29/2000,E412UK,P(E41),Onsite,4,23.61,2025-10-31
1176521,EURDELY,CAPMT01,06/27/2019,U912GL,P(U91),Offshore,5,7.67,2025-10-31
371545,USDELY,CAPMT01,12/13/2012,T811EU,P(T81),Offshore,5,14.59,2025-10-31
886842,LADELY,BANK02,07/26/2021,Q508EU,P(Q50),Offshore,4,5.3,2025-10-31
1388687,LADELY,Others,08/07/2008,T811ANZ,P(T81),Offshore,5,18.75,2025-10-31
1772318,UKDELY,INSUR03,12/12/2010,J802AP,P(J80),Onsite,4,16.95,2025-10-31
1576772,INADELY,BANK01,01/13/2000,T811EU,P(T81),Onsite,4,25.8,2025-10-31
1462166,USDELY,INSUR03,04/12/2003,L104EU,P(L10),Offshore,5,21.97,2025-10-31
399618,MEADELY,BFSI01,05/04/2024,C210UK,P(C21),Onsite,4,2.95,2025-10-31
1085455,APDELY,INSUR01,02/24/2024,L104EU,P(L10),Offshore,4,3.14,2025-10-31
305512,ANZDELY,BANK03,01/29/2003,J802US,P(J80),Offshore,6,24.9,2025-10-31
401381,APDELY,WEALTH02,10/20/2017,S710GL,P(S71),Offshore,Subcon,7.77,2025-10-31
1070145,APDELY,BFSI02,11/23/2017,M205GL,P(M20),Offshore,5,7.04,2025-10-31
1026304,APDELY,BFSI02,08/13/2001,G601ME,P(G60),Onsite,5,25.69,2025-10-31
369413,INADELY,BANK01,04/11/2010,V013UK,P(V01),Onsite,4,18.17,2025-10-31
865988,UKDELY,BFSI05,01/16/2017,W114IN,P(W11),Offshore,5,10.67,2025-10-31
463473,LADELY,WEALTH02,07/21/2024,S710EU,P(S71),Onsite,5,1.96,2025-10-31
1926561,INADELY,BFSI02,01/07/2011,K903US,P(K90),Offshore,5,14.29,2025-10-31
1331452,INADELY,BFSI01,05/01/2000,S710LA,P(S71),Offshore,4,24.37,2025-10-31
605469,APDELY,BANK01,01/28/2013,M205GL,P(M20),Onsite,4,11.43,2025-10-31
590015,USDELY,WEALTH02,02/26/2001,N306AP,P(N30),Onsite,3,23.44,2025-10-31
1629758,INADELY,BANK03,10/02/2018,L104IN,B(BCH),Onsite,4,6.64,2025-10-31
1552843,UKDELY,BANK01,06/07/2018,D305HQ,P(D30),Offshore,5,8.4,2025-10-31
974201,APDELY,BFSI04,03/05/2012,U912US,P(U91),Offshore,5,14.52,2025-10-31
1407683,USDELY,CAPMT01,09/26/2010,R609GL,P(R60),Offshore,5,17.33,2025-10-31
1697228,USDELY,INSUR01,03/20/2007,N306EU,P(N30),Offshore,4,21.33,2025-10-31
1662083,INADELY,BFSI02,06/14/2009,E412LA,P(E41),Onsite,6,14.73,2025-10-31
480660,INADELY,BFSI02,06/30/2000,Q508GL,P(Q50),Offshore,3,26.78,2025-10-31
773471,USDELY,BFSI02,07/14/2002,F520ME,P(F52),Offshore,4,24.76,2025-10-31
719440,ANZDELY,INSUR03,11/27/2010,D305HQ,P(D30),Offshore,4,14.62,2025-10-31
971884,USDELY,INSUR01,12/12/2003,M205HQ,P(M20),Onsite,Subcon,22.3,2025-10-31
1076011,INADELY,Others,04/20/2024,G601GL,P(G60),Onsite,4,1.26,2025-10-31
1235068,USDELY,BANK03,03/01/2023,U912HQ,P(U91),Offshore,4,5.08,2025-10-31
1043771,INADELY,BFSI01,01/15/2025,V013HQ,P(V01),Offshore,5,2.85,2025-10-31
1399135,INADELY,BFSI02,09/16/2011,N306AP,P(N30),Offshore,4,15.56,2025-10-31
1894803,EURDELY,WEALTH02,06/20/2016,R609IN,P(R60),Offshore,6,9.58,2025-10-31
1602733,UKDELY,Others,05/22/2001,K903UK,P(K90),Offshore,6,22.89,2025-10-31
1733147,EURDELY,BFSI01,01/14/2013,V013AP,P(V01),Offshore,4,15.04,2025-10-31
764302,UKDELY,WEALTH02,02/16/2003,N306IN,P(N30),Offshore,5,21.59,2025-10-31
206664,EURDELY,BFSI03,07/17/2005,F520EU,P(F52),Onsite,4,21.08,2025-10-31
1557397,MEADELY,BFSI01,12/10/2019,F520LA,P(F52),Offshore,5,6.65,2025-10-31
364292,ANZDELY,BFSI04,06/20/2012,T811IN,P(T81),Onsite,3,14.05,2025-10-31
485495,INADELY,BFSI02,10/20/2002,T811HQ,P(T81),Offshore,5,22.14,2025-10-31
1972092,EURDELY,WEALTH02,01/11/2007,U912HQ,P(U91),Offshore,7,17.27,2025-10-31
1042865,EURDELY,BANK01,11/08/2024,M205EU,P(M20),Offshore,6,3.61,2025-10-31
666608,EURDELY,WEALTH02,02/15/2012,W114IN,P(W11),Offshore,6,15.76,2025-10-31
244144,LADELY,BFSI04,12/02/2000,B194GL,P(B19),Offshore,4,27.31,2025-10-31
1788597,USDELY,BANK02,08/17/2003,F520UK,P(F52),Offshore,5,25.08,2025-10-31
706412,ANZDELY,BANK03,05/05/2007,V013ANZ,P(V01),Offshore,4,19.08,2025-10-31
1928007,ANZDELY,BFSI01,01/16/2005,K903HQ,P(K90),Offshore,6,19.86,2025-10-31
538161,ANZDELY,CAPMT01,10/13/2020,W114HQ,P(W11),Offshore,4,5.43,2025-10-31
647382,APDELY,WEALTH01,05/19/2013,G601UK,P(G60),Onsite,6,11.12,2025-10-31
1736423,EURDELY,BFSI01,02/07/2015,P407EU,P(P40),Offshore,5,9.27,2025-10-31
1106507,ANZDELY,CAPMT01,03/07/2006,J802HQ,P(J80),Onsite,5,20.64,2025-10-31
918183,INADELY,BANK01,01/21/2007,K903ME,P(K90),Offshore,3,18.02,2025-10-31
1728066,USDELY,Others,04/23/2021,M205ANZ,N(TRN),Offshore,5,4.16,2025-10-31
292479,INADELY,BFSI04,04/10/2016,W114ME,P(W11),Offshore,5,9.99,2025-10-31
212824,USDELY,BFSI01,02/20/2007,C210ANZ,P(C21),Offshore,6,18.08,2025-10-31
815482,APDELY,BFSI04,06/05/2007,T811ME,P(T81),Offshore,5,21.14,2025-10-31
945447,UKDELY,INSUR03,09/09/2009,U912AP,P(U91),Offshore,3,17.08,2025-10-31
586457,MEADELY,Others,02/08/2019,E412EU,P(E41),Offshore,6,9.69,2025-10-31
1390685,USDELY,BFSI02,01/25/2013,L104ME,P(L10),Offshore,6,12.32,2025-10-31
859038,UKDELY,BANK02,09/27/2013,L104LA,P(L10),Offshore,4,12.27,2025-10-31
184522,USDELY,BANK01,11/27/2006,P407US,P(P40),Offshore,5,18.71,2025-10-31
1704867,USDELY,BFSI03,09/20/2022,T811ANZ,P(T81),Offshore,6,1.99,2025-10-31
407586,INADELY,BFSI03,04/12/2017,M205UK,P(M20),Onsite,6,8.64,2025-10-31
708500,MEADELY,Others,10/11/2008,L104EU,P(L10),Offshore,5,18.07,2025-10-31
1137759,INADELY,INSUR03,04/10/2000,S710LA,P(S71),Offshore,5,24.25,2025-10-31
1625611,MEADELY,CAPMT02,12/09/2003,L104IN,P(L10),Offshore,5,21.11,2025-10-31
1131126,UKDELY,BANK01,11/04/2002,F520HQ,L(LEV),Offshore,5,25.78,2025-10-31
553044,USDELY,CAPMT01,01/05/2017,R609ME,P(R60),Offshore,5,7.87,2025-10-31
618947,LADELY,BFSI04,07/15/2009,B194HQ,P(B19),Onsite,6,16.17,2025-10-31
1850347,UKDELY,INSUR02,10/15/2009,T811US,P(T81),Offshore,4,14.82,2025-10-31
308129,USDELY,WEALTH01,02/17/2015,F520ME,P(F52),Onsite,4,10.56,2025-10-31
908811,APDELY,INSUR01,03/27/2013,S710AP,P(S71),Offshore,5,14.84,2025-10-31
138008,ANZDELY,BFSI03,02/09/2015,W114GL,P(W11),Offshore,5,12.99,2025-10-31
1805568,MEADELY,BFSI05,11/26/2004,T811US,P(T81),Offshore,Subcon,20.65,2025-10-31
423649,USDELY,INSUR03,07/30/2001,M205IN,P(M20),Offshore,5,24.43,2025-10-31
256742,USDELY,INSUR02,11/10/2019,E412ME,P(E41),Onsite,4,6.64,2025-10-31
1338675,EURDELY,BANK03,06/08/2008,D305GL,P(D30),Offshore,5,19.46,2025-10-31
1536932,UKDELY,INSUR01,05/21/2022,H710GL,P(H71),Offshore,3,5.68,2025-10-31
437789,UKDELY,BFSI04,12/03/2011,G601UK,P(G60),Offshore,5,13.79,2025-10-31
1142699,INADELY,BANK03,02/14/2000,P407IN,P(P40),Offshore,3,25.75,2025-10-31
529782,USDELY,BFSI05,03/27/2016,N306UK,P(N30),Offshore,4,12.47,2025-10-31
1187795,ANZDELY,BANK02,05/15/2016,H710LA,P(H71),Offshore,7,12.07,2025-10-31
1532437,EURDELY,INSUR03,05/25/2016,S710UK,P(S71),Offshore,4,11.6,2025-10-31
508999,USDELY,INSUR01,08/15/2005,T811HQ,P(T81),Offshore,6,20.45,2025-10-31
261017,EURDELY,BFSI01,11/10/2006,V013HQ,P(V01),Onsite,5,20.95,2025-10-31
1343450,APDELY,BANK01,01/30/2004,D305UK,P(D30),Offshore,4,24.05,2025-10-31
1569822,EURDELY,INSUR03,11/11/2013,G601US,P(G60),Offshore,5,14.42,2025-10-31
1820658,MEADELY,CAPMT01,04/02/2018,G601UK,P(G60),Offshore,4,9.16,2025-10-31
362655,INADELY,CAPMT02,11/08/2014,K903ANZ,P(K90),Offshore,5,11.88,2025-10-31
702222,USDELY,BFSI04,08/22/2010,C210HQ,P(C21),Offshore,Subcon,17.75,2025-10-31
1014274,LADELY,BFSI04,03/13/2018,T811AP,P(T81),Onsite,5,8.44,2025-10-31
944307,USDELY,BFSI02,11/14/2013,W114LA,P(W11),Onsite,5,10.67,2025-10-31
920748,ANZDELY,INSUR03,06/08/2019,P407ANZ,P(P40),Offshore,4,8.13,2025-10-31
1945791,ANZDELY,BFSI02,04/13/2012,P407HQ,P(P40),Onsite,4,14.55,2025-10-31
481769,USDELY,CAPMT02,12/25/2021,B194IN,P(B19),Offshore,3,3.03,2025-10-31
398786,LADELY,BFSI02,10/25/2005,L104IN,P(L10),Offshore,6,22.14,2025-10-31
46145,USDELY,Others,03/21/2023,M205ANZ,P(M20),Offshore,5,5.34,2025-10-31
1187561,EURDELY,BANK01,09/15/2008,H710HQ,P(H71),Offshore,6,18.76,2025-10-31
1457056,UKDELY,CAPMT01,10/09/2006,G601HQ,P(G60),Offshore,4,19.05,2025-10-31
1871312,USDELY,BFSI05,11/29/2003,T811ME,P(T81),Offshore,6,21.06,2025-10-31
692062,UKDELY,BFSI02,03/07/2009,L104GL,P(L10),Offshore,4,17.38,2025-10-31
1455145,UKDELY,Others,04/26/2003,C210ME,P(C21),Offshore,4,22.59,2025-10-31
751135,USDELY,BANK02,09/03/2021,E412LA,P(E41),Offshore,6,6.32,2025-10-31
1039333,USDELY,BFSI04,10/22/2014,N306US,P(N30),Offshore,5,9.68,2025-10-31
335362,USDELY,INSUR02,05/12/2000,U912US,P(U91),Onsite,5,26.29,2025-10-31
406170,EURDELY,BFSI03,09/28/2007,F520UK,P(F52),Offshore,4,18.79,2025-10-31
1730609,ANZDELY,WEALTH02,05/30/2004,C210LA,P(C21),Offshore,5,22.05,2025-10-31
1298316,USDELY,WEALTH02,02/18/2025,J802ME,P(J80),Offshore,5,0.5,2025-10-31
983062,UKDELY,WEALTH02,02/02/2021,S710ME,P(S71),Onsite,4,4.73,2025-10-31
685449,APDELY,INSUR01,11/02/2005,W114IN,P(W11),Offshore,5,19.29,2025-10-31
1498626,USDELY,CAPMT01,02/08/2009,G601AP,P(G60),Offshore,5,15.64,2025-10-31
1798347,USDELY,BFSI05,08/10/2015,C210EU,P(C21),Offshore,4,9.54,2025-10-31
1921756,APDELY,BFSI05,03/18/2009,V013UK,P(V01),Offshore,6,19.64,2025-10-31
220764,ANZDELY,BFSI04,03/02/2009,R609UK,P(R60),Onsite,5,16.49,2025-10-31
950051,UKDELY,CAPMT01,01/08/2000,G601GL,P(G60),Onsite,5,27.89,2025-10-31
1556383,UKDELY,Others,12/10/2002,J802GL,P(J80),Offshore,5,23.6,2025-10-31
1680352,USDELY,BFSI02,03/30/2016,D305AP,P(D30),Onsite,5,11.12,2025-10-31
903595,EURDELY,BANK03,01/14/2017,S710HQ,P(S71),Offshore,5,8.27,2025-10-31
1905646,MEADELY,WEALTH02,07/12/2006,P407UK,P(P40),Offshore,5,18.3,2025-10-31
145117,APDELY,BANK01,01/30/2000,C210ME,P(C21),Offshore,4,27.53,2025-10-31
1260498,USDELY,Others,09/11/2009,M205GL,P(M20),Offshore,6,15.08,2025-10-31
1026703,USDELY,INSUR03,03/15/2025,F520ANZ,P(F52),Offshore,6,1.27,2025-10-31
1124039,EURDELY,INSUR03,12/19/2018,L104ME,P(L10),Onsite,3,9.23,2025-10-31
1490572,ANZDELY,BFSI05,12/10/2020,P407GL,P(P40),Offshore,4,5.57,2025-10-31
442173,APDELY,CAPMT01,07/18/2011,P407IN,P(P40),Offshore,6,14.69,2025-10-31
38201,MEADELY,BFSI05,05/02/2015,W114LA,P(W11),Offshore,4,13.3,2025-10-31
167046,USDELY,BANK02,10/16/2022,G601LA,P(G60),Offshore,Subcon,6.06,2025-10-31
1287575,ANZDELY,INSUR03,01/13/2002,S710US,P(S71),Offshore,5,24.68,2025-10-31
178000,UKDELY,BFSI04,07/26/2022,P407UK,P(P40),Offshore,6,5.0,2025-10-31
644020,USDELY,WEALTH02,01/14/2013,C210ANZ,P(C21),Onsite,4,12.85,2025-10-31
220468,EURDELY,WEALTH01,12/06/2004,U912ME,P(U91),Offshore,5,21.31,2025-10-31
84215,USDELY,BANK01,05/26/2004,J802HQ,P(J80),Onsite,6,20.43,2025-10-31
1665629,APDELY,WEALTH01,01/24/2018,Q508LA,N(TRN),Offshore,6,10.06,2025-10-31
1225199,EURDELY,WEALTH01,03/20/2014,T811HQ,P(T81),Offshore,4,14.45,2025-10-31
1488269,EURDELY,BFSI02,01/05/2010,F520IN,P(F52),Onsite,6,14.53,2025-10-31
300333,INADELY,CAPMT01,01/13/2025,R609GL,P(R60),Offshore,5,0.93,2025-10-31
932928,ANZDELY,BFSI03,09/04/2023,H710LA,P(H71),Offshore,3,3.91,2025-10-31
202229,USDELY,BFSI01,05/18/2002,T811AP,P(T81),Offshore,4,23.41,2025-10-31
1336618,UKDELY,BANK03,03/19/2025,U912ME,P(U91),Offshore,5,1.12,2025-10-31
475362,APDELY,INSUR02,11/22/2021,M205IN,P(M20),Offshore,3,6.95,2025-10-31
421318,EURDELY,INSUR02,06/12/2008,B194HQ,P(B19),Offshore,4,17.94,2025-10-31
918405,LADELY,INSUR01,09/22/2013,G601HQ,P(G60),Onsite,3,13.85,2025-10-31
637673,UKDELY,INSUR01,04/24/2018,W114US,P(W11),Offshore,4,6.02,2025-10-31
1442905,ANZDELY,BANK03,03/11/2018,G601ANZ,P(G60),Offshore,6,10.58,2025-10-31
285016,UKDELY,BFSI02,09/16/2018,J802UK,P(J80),Onsite,6,9.91,2025-10-31
174724,APDELY,BANK01,12/12/2008,J802ME,P(J80),Offshore,4,16.26,2025-10-31
691551,INADELY,INSUR02,11/22/2018,S710ANZ,P(S71),Offshore,4,8.7,2025-10-31
1448063,MEADELY,BFSI05,08/04/2010,P407IN,P(P40),Offshore,7,16.57,2025-10-31
1262688,INADELY,INSUR02,07/17/2013,N306US,P(N30),Offshore,5,11.75,2025-10-31
820690,INADELY,INSUR02,06/17/2025,E412ME,P(E41),Offshore,4,1.98,2025-10-31
1202552,INADELY,BFSI05,11/22/2012,J802EU,P(J80),Offshore,5,12.94,2025-10-31
585310,INADELY,WEALTH02,08/01/2021,B194IN,P(B19),Offshore,6,5.03,2025-10-31
1203135,USDELY,WEALTH01,11/02/2020,R609ANZ,P(R60),Onsite,5,4.93,2025-10-31
109425,APDELY,WEALTH01,08/05/2007,V013GL,P(V01),Offshore,5,19.22,2025-10-31
1959270,UKDELY,BANK03,01/16/2012,N306GL,P(N30),Offshore,5,14.51,2025-10-31
992779,UKDELY,BFSI05,04/18/2023,C210US,P(C21),Offshore,5,5.12,2025-10-31
1432291,APDELY,INSUR02,03/31/2003,Q508IN,P(Q50),Offshore,4,22.7,2025-10-31
741345,ANZDELY,INSUR03,11/14/2020,J802HQ,P(J80),Offshore,6,3.81,2025-10-31
948141,MEADELY,BFSI05,04/01/2019,R609ME,P(R60),Offshore,5,9.06,2025-10-31
1045837,UKDELY,INSUR01,09/10/2003,F520UK,P(F52),Offshore,4,24.94,2025-10-31
1140580,UKDELY,BFSI05,02/21/2015,L104LA,P(L10),Onsite,5,10.97,2025-10-31
755355,USDELY,BFSI03,04/23/2009,E412UK,P(E41),Offshore,4,17.82,2025-10-31
662437,EURDELY,Others,05/06/2006,G601HQ,P(G60),Onsite,4,19.79,2025-10-31
1526554,USDELY,BFSI01,05/11/2023,R609ME,P(R60),Onsite,5,1.13,2025-10-31
1940977,ANZDELY,Others,06/12/2017,Q508HQ,P(Q50),Offshore,5,8.43,2025-10-31
1079834,INADELY,BFSI05,05/24/2000,L104US,P(L10),Offshore,3,25.92,2025-10-31
1757729,USDELY,CAPMT01,02/23/2019,F520US,P(F52),Offshore,5,7.35,2025-10-31
1436365,USDELY,CAPMT01,04/23/2024,P407IN,P(P40),Offshore,3,4.44,2025-10-31
844012,INADELY,BANK03,01/17/2007,L104HQ,P(L10),Offshore,5,21.15,2025-10-31
816265,USDELY,BANK03,11/21/2020,M205AP,P(M20),Offshore,3,6.75,2025-10-31
1193981,APDELY,Others,06/19/2014,T811EU,P(T81),Offshore,Subcon,12.02,2025-10-31
855953,UKDELY,INSUR03,10/28/2014,G601IN,P(G60),Offshore,5,9.77,2025-10-31
442527,ANZDELY,BFSI04,06/09/2025,Q508ME,P(Q50),Onsite,4,0.5,2025-10-31
1489814,USDELY,BANK02,10/12/2018,R609GL,P(R60),Offshore,6,9.52,2025-10-31
1884024,INADELY,INSUR02,12/19/2012,U912US,P(U91),Offshore,5,15.27,2025-10-31
1023738,USDELY,BFSI03,10/20/2015,G601LA,P(G60),Onsite,3,12.2,2025-10-31
1668707,INADELY,BFSI02,06/20/2002,B194US,P(B19),Offshore,2,23.78,2025-10-31
487323,ANZDELY,INSUR02,09/05/2018,H710IN,P(H71),Offshore,5,5.8,2025-10-31
481773,LADELY,CAPMT01,08/18/2011,F520ANZ,P(F52),Offshore,4,13.68,2025-10-31
1868313,APDELY,BFSI04,06/25/2010,P407EU,P(P40),Offshore,4,13.77,2025-10-31
778648,USDELY,WEALTH02,10/31/2017,F520HQ,P(F52),Offshore,4,7.51,2025-10-31
